98.3314361572,-751.1442260742,67.6492385864,0.8938053232,97.7059083802,-6.7137712442
98.2858123779,-751.0577392578,67.6453399658,0.8945653739,97.7032275513,-6.6978505563
98.3088760376,-751.1174316406,67.6451721191,0.8978049759,97.7047360521,-6.7124073284
98.3225860596,-751.1458129883,67.6133956909,0.8960039703,97.7016579131,-6.7104950767
98.3187408447,-751.1477050781,67.6027984619,0.8950189597,97.7018916123,-6.7110981489
98.3118438721,-751.1419677734,67.5985336304,0.8859198478,97.7060639718,-6.7155288914
98.3069381714,-751.1034545898,67.6057128906,0.8937926635,97.7024207669,-6.7062077622
98.3193664551,-751.1298828125,67.6101150513,0.8858329771,97.7079601528,-6.7189609276
98.3249816895,-751.0872802734,67.6146621704,0.8845833259,97.7052424081,-6.70617242
98.2715606689,-751.1017456055,67.611869812,0.891534038,97.7031106665,-6.7068244399
98.2397842407,-751.1430664063,67.5873565674,0.8827303001,97.7054719192,-6.7176230781
98.2809371948,-751.1591186523,67.5884475708,0.8834980904,97.7037884668,-6.7135785134
98.3790969849,-751.0745239258,67.6213302612,0.8965848709,97.7022912652,-6.6924662164
98.3828735352,-751.1072998047,67.6688079834,0.9006474579,97.7038968697,-6.6995157903
98.398765564,-751.1341552734,67.6449584961,0.9064181627,97.699788049,-6.701028035
98.3446273804,-751.1383666992,67.6167602539,0.9041952294,97.6976058486,-6.6997500089
98.3146057129,-751.1273803711,67.5998916626,0.9197082494,97.6888621145,-6.6836469009
98.3085098267,-751.1412353516,67.601234436,0.924188925,97.6849392175,-6.6777034448
98.3182983398,-751.1280517578,67.6028823853,0.9243867841,97.682469866,-6.6699365858
98.3889007568,-751.0654296875,67.6314315796,0.9375105426,97.6819354792,-6.6568363201
98.4237365723,-751.1078491211,67.6470336914,0.9340988393,97.6852207646,-6.6691434779
98.4274215698,-751.0600585938,67.6508865356,0.9350916065,97.6874930961,-6.665156027
98.3767318726,-751.0950927734,67.6645050049,0.9320544603,97.6889748891,-6.6778474171
98.3269271851,-751.1366577148,67.6207199097,0.9211328659,97.6907988249,-6.6843309657
98.2609176636,-751.1380615234,67.6157226563,0.9270823729,97.6900537927,-6.6873370453
98.2364044189,-751.1315917969,67.5818710327,0.9164440216,97.6884236106,-6.6835520747
98.284866333,-751.149230957,67.5887145996,0.9154702984,97.6885786242,-6.6838350694
98.3299865723,-751.0708007813,67.609992981,0.9145270929,97.6886253183,-6.6670739569
98.3647003174,-751.0393066406,67.6624755859,0.9316309486,97.6866553557,-6.6569882135
98.3651046753,-751.1131591797,67.6722106934,0.929594609,97.6877171152,-6.6733641398
98.3522720337,-751.0721435547,67.6618728638,0.9337062541,97.6856583682,-6.6637395308
98.3535690308,-751.0477905273,67.6612167358,0.9421665585,97.684207956,-6.6576883927
98.3507156372,-751.0650024414,67.6640625,0.9301720112,97.6857742071,-6.6632925605
98.3491744995,-751.1129760742,67.6561965942,0.935883495,97.6879777785,-6.6756843737
98.3283233643,-751.141784668,67.6159744263,0.9257417864,97.6888099327,-6.6826423025
98.3605575562,-751.1116333008,67.6279296875,0.9203794496,97.690020466,-6.6713847564
98.3491363525,-751.0690917969,67.6273651123,0.9209706022,97.688874585,-6.6691778959
98.3330459595,-751.1201782227,67.617149353,0.92295677,97.6877890945,-6.6781577172
98.3216171265,-751.1296386719,67.6042098999,0.9227163839,97.6863689367,-6.6790863161
98.3147964478,-751.1435546875,67.6080856323,0.9204360167,97.684582015,-6.6794231139
98.320526123,-751.1276245117,67.6049499512,0.9265958801,97.6843466207,-6.6756613135
