-38.0084608995,-83.9688355716,-51.6584972176,24.0841145878,64.5646853363,372.8487023925
17.465320225,-77.7737787121,72.7502192948,-9.9697776817,64.3366413161,370.2969096976
17.5808427656,-77.7668164718,72.6359388282,-9.9697389795,64.3314203548,370.2820783369
17.2177800477,-77.9071589855,73.0019208393,-9.9692353383,64.3591621011,370.3350321587
16.6717257416,-77.8485227273,73.5612098057,-9.9737141451,64.3479334192,370.2377963249
16.9263386574,-77.8455078662,73.3023033867,-9.9739890878,64.3577000463,370.2673964272
17.0778240392,-77.8957874456,73.1496825464,-9.9715039408,64.3690322996,370.373087412
16.8803641335,-77.8865215544,73.3483309239,-9.9726179842,64.3629837839,370.3275653071
16.7640022034,-77.8623025783,73.4659052314,-9.9730873261,64.3557962368,370.3078169672
16.9988531771,-77.8682437379,73.2263803952,-9.9704080392,64.3635921587,370.3549733921
16.5884318584,-77.8187642644,73.6416511404,-9.9744756975,64.3471832101,370.271926006
16.6216001375,-77.78743538,73.6074036277,-9.975032522,64.3450611948,370.2503124544
16.4332831396,-77.8061102409,73.7896087703,-9.9694258281,64.3502302498,370.2486646099
16.3742996232,-77.7851475733,73.8531003678,-9.9731925827,64.3424306806,370.2038018573
16.1473169553,-77.7820399443,74.08072192,-9.9743733982,64.340404669,370.1816686602
16.3866107849,-77.7943198366,73.8432579679,-9.9739314048,64.3408673814,370.2143086223
16.3687190179,-77.7574160308,73.8658809524,-9.9789116501,64.3349693332,370.1693705459
16.1907118462,-77.7889677715,74.0439601257,-9.9769452658,64.337782882,370.1882788693
16.1725978418,-77.8047754962,74.0570681289,-9.9735816663,64.3460153603,370.2295651601
16.2354796158,-77.7482058378,73.9977656992,-9.9785695882,64.3378671523,370.1665071833
16.3153303833,-77.813800479,73.9140541338,-9.9717650878,64.3477203008,370.2232105251
16.1878165868,-77.7483836665,74.0443991444,-9.975435176,64.3371423634,370.149134009
15.998280747,-77.7224404357,74.2416168246,-9.9817233292,64.327233808,370.0900579109
16.2211226599,-77.7829416715,74.0111572826,-9.9739294508,64.341902761,370.1939353414
16.163402474,-77.7964399914,74.0788791033,-9.9843672362,64.337845862,370.1383525431
16.41205773,-77.7685023145,73.8337022257,-9.9868599678,64.3346653207,370.1377302609
16.1585383871,-77.7770332282,74.0843858644,-9.9806838053,64.3381991568,370.1391309843
15.0347553933,-77.6869854303,75.2266593593,-9.9792568299,64.3012584956,370.2176683665
16.0401249279,-77.7258957811,74.2079690507,-9.9806497454,64.3415414333,370.1595521028
16.1546175693,-77.8012946958,74.0936088886,-9.9770378075,64.341780263,370.216624631
15.7937032784,-77.8090819235,74.4631568549,-9.9813778315,64.3425451601,370.1887709848
15.915002313,-77.7389798588,74.33993796,-9.9810413917,64.3269754031,370.1365811785
15.7839175749,-77.7730814676,74.4690402209,-9.9797760566,64.3351583107,370.1382642245
16.1373093563,-77.754627893,74.110432227,-9.9777224329,64.339977539,370.164479253
16.1988052559,-77.8130889236,74.0528275991,-9.9787519859,64.3456686896,370.211696262
15.9037369014,-77.8012367414,74.3506308143,-9.9791726929,64.3407996163,370.158438395
